Reference Point,Volttron Point Name,Units,Unit Details,Modbus Register,Writable,Point Address,Default Value,Notes
,weatherStation.irradiance.GHI,W/m2,,>H,TRUE,453,0,
,weatherStation.irradiance.POAI,W/m2,,>H,TRUE,454,0,
,weatherStation.temp.TmpBOM,C,,>h,TRUE,460,0,
,weatherStation.temp.TmpBOM,C,,>h,TRUE,461,0,
,gps.gps.Lat,deg,,>i,TRUE,494,0,
,gps.gps.Long,deg,,>i,TRUE,496,0,
,weatherStation.base_met.TmpAmb,C,,>h,TRUE,502,0,
,weatherStation.base_met.WndSpd,mps,,>h,TRUE,505,0,
,weatherStation.base_met.WndDir,deg,,>h,TRUE,506,0,
,pmc.mode_control.SysModCtrl,,,>H,TRUE,517,0,
,pmc.mode_control.SysModSt,,,>H,TRUE,518,0,
,pmc.mode_control.GSModCtrl,,,>H,TRUE,519,0,
,pmc.mode_control.GSModSt,,,>H,TRUE,520,0,
,pmc.monitor.GSHeartBeat,,,>H,TRUE,523,0,
,pmc.monitor.PMCWatchDog,,,>H,TRUE,524,0,
,pmc.monitor.WatchDogTimeoutEnable,,,>H,TRUE,525,0,
,pmc.monitor.PMCSysModeReason,,,>H,TRUE,527,0,
,IBS.real_pwr_ctrl.W_SetPoint,Pct,,>h,TRUE,534,0,
,PVF.ramp_limit.MaxRRmpRte,dPctPerSec,,>H,TRUE,602,0,
,PVF.ramp_limit.MaxQRmpRte,dPctPerSec,,>H,TRUE,603,0,
,PVF.real_pwr_ctrl.W_SetPoint,dPct,,>h,TRUE,606,0,
,PVF.real_pwr_ctrl.W_Enable,,,>H,TRUE,611,0,
,PVF.q_ctrl.Reactive_Power_Mode,,,>H,TRUE,616,0,
,PVF.pf_ctrl.PFC_Setpoint,1000pu,,>h,TRUE,617,0,
,PVF.q_setpt.Q_SetPoint,cPct,,>h,TRUE,624,0,
,PVF.pf_comp.PFCC_SetPoint,PF,,>h,TRUE,631,0,
,PVF.pf_comp.PFCC_Deadband,Pct,,>H,TRUE,632,0,
,PVF.pf_comp.PFCC_Gradient,PF_per_Pct,,>h,TRUE,633,0,
,PVF.pf_comp.PFCC_PFLimit,PF,,>H,TRUE,634,0,
,PVF.v_reg.VRC_Deadband,Pct,,>H,TRUE,641,0,
,PVF.v_reg.VRC_Limit,Pct,,>H,TRUE,642,0,
,PVF.v_reg.VRC_SetPoint,Pct,,>H,TRUE,643,0,
,PVF.v_comp.VCC_SetPoint,Pct,,>H,TRUE,650,0,
,PVF.v_comp.VCC_Deadband,Pct,,>H,TRUE,651,0,
,PVF.v_comp.VCC_Gradient,Pct_per_pu,,>h,TRUE,652,0,
,PVF.v_comp.VCC_Limit,Pct,,>H,TRUE,653,0,
,PVF.droop_ctrl.FD_Mode,,,>H,TRUE,662,0,
,PVF.droop_ctrl.FD_Start_hi,Hz,,>H,TRUE,663,0,
,PVF.droop_ctrl.FD_Start_low,Hz,,>H,TRUE,664,0,
,PVF.droop_ctrl.FD_Hys_En,,,>H,TRUE,665,0,
,PVF.droop_ctrl.FD_Hys_f,Hz,,>H,TRUE,666,0,
,PVF.droop_ctrl.FD_Gradient,Pct_per_hz,,>H,TRUE,667,0,
,PVF.e_stop.PVF_Control_Estop,,,>H,TRUE,670,0,
,inv1.cfg.Inverter Power Level,,,>H,TRUE,680,0,
,inv1.alarms.Critical_Alarms,,,>H,TRUE,683,0,
,inv1.alarms.Informative_Alarms_1,,,>H,TRUE,684,0,
,inv1.alarms.Informative_Alarms_2,,,>H,TRUE,685,0,
,inv1.alarms.UL_Recovery_Time_Left,,,>H,TRUE,686,0,
,inv1.solectria_meter.DC_Voltage,SolectriaV,,>h,TRUE,689,0,
,inv1.solectria_meter.AC_Grid_Frequency,SolectriaHz,,>h,TRUE,690,0,
,inv1.solectria_meter.L1-to-L2_AC_Voltage,SolectriaV,,>h,TRUE,691,0,
,inv1.solectria_meter.L2-to-L3_AC_Voltage,SolectriaV,,>h,TRUE,692,0,
,inv1.solectria_meter.L1-to-L3_AC_Voltage,SolectriaV,,>h,TRUE,693,0,
,inv1.solectria_meter.Real_AC_Power_Output,SolectriaW,,>H,TRUE,694,0,
,inv1.ramp_limit.Real_Power_Ramp_Rate,cPct/sec,,>H,TRUE,701,0,
,inv1.ramp_limit.Reactive_Power_Ramp_Rate,cPct/sec,,>H,TRUE,702,0,
,inv1.smartGrid_ctrl.Power_Priority_SmartGrid,,,>H,TRUE,706,0,
,inv1.smartGrid_ctrl.Watts_Reference,,,>H,TRUE,707,0,
,inv1.smartGrid_ctrl.Opmode_Control_MSW,,,>H,TRUE,708,0,
,inv1.smartGrid_ctrl.Opmode_Control_LSW,,,>H,TRUE,709,0,
,inv1.smartGrid_ctrl.Opmode_Status_MSW,,,>H,TRUE,710,0,
,inv1.smartGrid_ctrl.Opmode_Status_LSW,,,>H,TRUE,711,0,
,inv1.smartGrid_ctrl.Opmode_Trigger_MSW,,,>H,TRUE,712,0,
,inv1.smartGrid_ctrl.Opmode_Trigger_LSW,,,>H,TRUE,713,0,
,inv1.pwr_ctrl.Real_Power_Setpoint,cPct,,>H,TRUE,718,0,
,inv1.pwr_ctrl.Reactive_Power_Setpoint,cPct,,>h,TRUE,722,0,
,inv1.pwr_ctrl.Power_Factor_Ramp_Time,sec,,>H,TRUE,728,0,
,inv1.pwr_ctrl.Power_Factor_Setpoint,SolectriaPF,,>h,TRUE,729,0,
,recloser.status.Status,,,>H,TRUE,772,0,
,recloser.status.Evt,,,>H,TRUE,773,0,
,ess.tesla_cfg.Config_NumbBlocks,,,>H,TRUE,777,0,
,ess.tesla_meter.Power_3Ph,W,,>i,TRUE,778,0,
0,ess.tesla_meter.Var_3Ph,Var,0,>i,TRUE,780,0,
0,ess.tesla_meter.Apparent_3Ph,VA,0,>i,TRUE,782,0,
0,ess.tesla_meter.ACVoltage,dV,0,>i,TRUE,784,0,
0,ess.tesla_meter.ACCurrent,dA,0,>i,TRUE,786,0,
0,ess.tesla_meter.ACFrequency,mHz,0,>H,TRUE,788,0,
0,ess.tesla_meter.RealEnergyExported,Wh,0,>L,TRUE,789,0,
0,ess.tesla_meter.RealEnergyImported,Wh,0,>L,TRUE,793,0,
0,ess.tesla_meter.ReactiveEnergyExported,Wh,0,>L,TRUE,797,0,
0,ess.tesla_meter.ReactiveEnergyImported,Wh,0,>L,TRUE,801,0,
,ess.tesla_cfg.Config_NumBattMeters,,,>H,TRUE,810,0,
,ess.tesla_cfg.Config_MaxChargePower,W,,>i,TRUE,815,0,
,ess.tesla_cfg.Config_MaxDischargePower,W,,>i,TRUE,817,0,
,ess.tesla_cfg.Config_MaxApparentPower,W,,>i,TRUE,819,0,
,ess.tesla_cfg.Config_Energy,Wh,,>i,TRUE,821,0,
,ess.tesla_status.Status_CommandSource,,,>H,TRUE,825,0,
,ess.tesla_status.Status_BatteryTargetP,W,,>i,TRUE,826,0,
,ess.tesla_status.Status_BatteryTargetQ,Var,,>i,TRUE,828,0,
,ess.tesla_status.Status_FullChargeEnergy,Wh,,>i,TRUE,830,0,
,ess.tesla_status.Status_NominalEnergy,Wh,,>i,TRUE,832,0,
,ess.tesla_status.Status_ExpectedEnergy,Wh,,>i,TRUE,834,0,
,ess.tesla_status.Status_MaxChargePower,W,,>i,TRUE,836,0,
,ess.tesla_status.Status_MaxDischargePower,W,,>i,TRUE,838,0,
,ess.tesla_status.Status_MaxApparentPower,W,,>i,TRUE,840,0,
,ess.tesla_real_pwr_ctrl.Real_Mode,,,>H,TRUE,851,0,
,ess.tesla_real_pwr_ctrl.DirectReal_Power,W,,>i,TRUE,852,0,
,ess.tesla_real_pwr_ctrl.DirectReal_Heartbeat,,,>H,TRUE,854,0,
,ess.tesla_real_pwr_ctrl.DirectReal_Timeout,sec,,>H,TRUE,855,0,
,ess.tesla_real_pwr_ctrl.DirectReal_PIncreaseLimit,W,,>i,TRUE,856,0,
,ess.tesla_real_pwr_ctrl.DirectReal_PDecreaseLimit,W,,>i,TRUE,858,0,
,ess.tesla_q_ctrl.Reactive_Mode,,,>H,TRUE,862,0,
,ess.tesla_q_ctrl.Reactive_Priority,,,>H,TRUE,863,0,
,ess.tesla_q_ctrl.DirectReactive_Q,Var,,>i,TRUE,864,0,
,ess.tesla_q_ctrl.DirectReactive_Heartbeat,,,>H,TRUE,866,0,
,ess.tesla_q_ctrl.DirectReactive_Timeout,sec,,>H,TRUE,867,0,
,ess.tesla_q_ctrl.DirectReactive_QIncreaseLimit,VAr,,>i,TRUE,868,0,
,ess.tesla_q_ctrl.DirectReactive_QDecreaseLimit,VAr,,>i,TRUE,870,0,
,ess.tesla_freqSupport.FreqSupport_Active,,,>H,TRUE,874,0,
,ess.tesla_freqSupport.FreqSupport_FreqLow,mHz,,>H,TRUE,875,0,
,ess.tesla_freqSupport.FreqSupport_FreqHigh,mHz,,>H,TRUE,876,0,
,ess.tesla_freqSupport.FreqSupport_FreqLowDelta,mHz,,>H,TRUE,877,0,
,ess.tesla_freqSupport.FreqSupport_FreqHighDelta,mHz,,>H,TRUE,878,0,
,ess.tesla_freqSupport.FreqSupport_HysteresisWidth,mHz,,>H,TRUE,879,0,
,ess.tesla_freqSupport.FreqSupport_PowerLowDelta,W,,>i,TRUE,880,0,
,ess.tesla_freqSupport.FreqSupport_PowerHighDelta,W,,>i,TRUE,882,0,
,ess.tesla_alarms.Alarm_LossBattMeter,,,>H,TRUE,886,0,
,ess.tesla_alarms.Alarm_MainOpen,,,>H,TRUE,891,0,
,ess.tesla_alarms.Alarm_NumBlockCommFail,,,>H,TRUE,892,0,
,ess.tesla_alarms.Alarm_NumBlockOpFail,,,>H,TRUE,893,0,
