PVF.real_pwr_ctrl.W_Perm,ShirleySouth-PVPlant,RealPwrCtrl,Permission,,
PVF.real_pwr_ctrl.W_Enable,ShirleySouth-PVPlant,RealPwrCtrl,Enable,,
PVF.real_pwr_ctrl.W_Trigger,ShirleySouth-PVPlant,RealPwrCtrl,Trigger,,
PVF.real_pwr_ctrl.W_Status,ShirleySouth-PVPlant,RealPwrCtrl,Status,,
PVF.e_stop.PVF_Control_Estop,ShirleySouth-PVPlant,ModeControl,EStopCtrl,,
PVF.e_stop.PVF_Estop_status,ShirleySouth-PVPlant,ModeStatus,EStopStatus,,
pmc.e_stop.Plant_Control_Estop,ShirleySouth,ModeControl,EStopCtrl,,
pmc.e_stop.Plant_Estop_status,ShirleySouth,ModeStatus,EStopStatus,,
inv1.alarms.Critical_Alarms,ShirleySouth-PVPlant-Inverter1,HealthStatus,Alarms,,
inv1.alarms.Informative_Alarms_1,ShirleySouth-PVPlant-Inverter1,HealthStatus,Warnings,,
inv1.alarms.Inverter_Status,ShirleySouth-PVPlant-Inverter1,ModeStatus,Status,,
inv1.solectria_meter.AC_Grid_Frequency,ShirleySouth-PVPlant-Inverter1,OpStatus,Freq_internal,,
inv1.solectria_meter.Real_AC_Power_Output,ShirleySouth-PVPlant-Inverter1,OpStatus,Pwr_internal,,kW
inv1.ramp_limit.Real_Power_Ramp_Rate,ShirleySouth-PVPlant-Inverter1,OpStatus,RampLimit,,kW/sec
ess.tesla_cfg.Config_Serial,ShirleySouth-ESSPlant-ESS1,Config,SerialNumber,,
ess.tesla_cfg.Config_NumBattMeters,ShirleySouth-ESSPlant-ESS1,Config,nBatteryMeters,,
ess.tesla_cfg.Config_MaxChargePower,ShirleySouth-ESSPlant-ESS1,Config,MaxChargePwr_kW,,kW
ess.tesla_cfg.Config_MaxDischargePower,ShirleySouth-ESSPlant-ESS1,Config,MaxDischargePwr_kW,,kW
ess.tesla_cfg.Config_MaxApparentPower,ShirleySouth-ESSPlant-ESS1,Config,MaxApparentPwr_kW,,kW
ess.tesla_cfg.Config_Energy,ShirleySouth-ESSPlant-ESS1,Config,FullChargeEnergy_kWh,,kWh
ess.tesla_status.Status_CommandSource,ShirleySouth-ESSPlant-ESS1,ModeStatus,CommandSource,,
ess.tesla_status.Status_BatteryTargetP,ShirleySouth-ESSPlant-ESS1,OpStatus,SetPt,,kW
ess.tesla_status.Status_BatteryTargetQ,ShirleySouth-ESSPlant-ESS1,OpStatus,QSetPt,,kVar
ess.tesla_status.Status_FullChargeEnergy,ShirleySouth-ESSPlant-ESS1,OpStatus,FullChargeEnergy_kWh,,kWh
ess.tesla_status.Status_NominalEnergy,ShirleySouth-ESSPlant-ESS1,OpStatus,NominalEnergy_kWh,,kWh
ess.tesla_status.Status_ExpectedEnergy,ShirleySouth-ESSPlant-ESS1,OpStatus,Energy_kWh,,kWh
ess.tesla_status.Status_MaxChargePower,ShirleySouth-ESSPlant-ESS1,OpStatus,MaxChargePwr_kW,,kW
ess.tesla_status.Status_MaxDischargePower,ShirleySouth-ESSPlant-ESS1,OpStatus,MaxDischargePwr_kW,,kW
ess.tesla_status.Status_MaxApparentPower,ShirleySouth-ESSPlant-ESS1,OpStatus,MaxApparentPwr_kW,,kW
ess.tesla_alarms.Alarm_LossBattMeter,ShirleySouth-ESSPlant-ESS1,HealthStatus,Alarm_Meter,,
ess.tesla_alarms.Alarm_MainOpen,ShirleySouth-ESSPlant-ESS1,HealthStatus,Alarm_MainBreaker,,
ess.tesla_alarms.Alarm_NumBlockCommFail,ShirleySouth-ESSPlant-ESS1,HealthStatus,Alarm_NumCommBlockFail,,
ess.tesla_alarms.Alarm_NumBlockOpFail,ShirleySouth-ESSPlant-ESS1,HealthStatus,Alarm_NumOpBlockFail,,
