IBS.pf_ctrl.PFC_Status,ShirleySouth-ESSPlant,PF,Status,,
IBS.q_setpt.Q_SetPoint,ShirleySouth-ESSPlant,QSetPt,SetPoint,,
IBS.q_setpt.Q_Perm,ShirleySouth-ESSPlant,QSetPt,Permission,,
IBS.q_setpt.Q_Trigger,ShirleySouth-ESSPlant,QSetPt,Enable,,
IBS.q_setpt.Q_Status,ShirleySouth-ESSPlant,QSetPt,Status,,
IBS.pf_comp.PFCC_SetPoint,ShirleySouth-ESSPlant,PFComp,SetPoint,,
IBS.pf_comp.PFCC_Deadband,ShirleySouth-ESSPlant,PFComp,Deadband,,
IBS.pf_comp.PFCC_Gradient,ShirleySouth-ESSPlant,PFComp,Gradient,,
IBS.pf_comp.PFCC_PFLimit,ShirleySouth-ESSPlant,PFComp,Limit,,
IBS.pf_comp.RPC_Perm,ShirleySouth-ESSPlant,PFComp,Permission,,
IBS.pf_comp.RPC_Trigger,ShirleySouth-ESSPlant,PFComp,Enable,,
IBS.pf_comp.RPC_Status,ShirleySouth-ESSPlant,PFComp,Status,,
IBS.v_reg.VRC_Deadband,ShirleySouth-ESSPlant,Vreg,Deadband,,
IBS.v_reg.VRC_Limit,ShirleySouth-ESSPlant,Vreg,Limit,,
IBS.v_reg.VRC_SetPoint,ShirleySouth-ESSPlant,Vreg,SetPoint,,
IBS.v_reg.VRC_Perm,ShirleySouth-ESSPlant,Vreg,Permission,,
IBS.v_reg.VRC_Trigger,ShirleySouth-ESSPlant,Vreg,Enable,,
IBS.v_reg.VRC_Status,ShirleySouth-ESSPlant,Vreg,Status,,
IBS.v_comp.VCC_SetPoint,ShirleySouth-ESSPlant,Vcomp,SetPoint,,
IBS.v_comp.VCC_Deadband,ShirleySouth-ESSPlant,Vcomp,Deadband,,
IBS.v_comp.VCC_Gradient,ShirleySouth-ESSPlant,Vcomp,Gradient,,
IBS.v_comp.VCC_Limit,ShirleySouth-ESSPlant,Vcomp,Limit,,
IBS.v_comp.VCC_Perm,ShirleySouth-ESSPlant,Vcomp,Permission,,
IBS.v_comp.VCC_Trigger,ShirleySouth-ESSPlant,Vcomp,Enable,,
IBS.v_comp.VCC_Status,ShirleySouth-ESSPlant,Vcomp,Status,,
IBS.e_stop.IBS_Control_Estop,ShirleySouth-ESSPlant,ModeControl,EStopCtrl,,
IBS.e_stop.IBS_Estop_status,ShirleySouth-ESSPlant,ModeStatus,EStopStatus,,
PVF.ramp_limit.MaxRRmpRte,ShirleySouth-PVPlant,RealPwrCtrl,RampLimit,,kW/sec
PVF.ramp_limit.MaxQRmpRte,ShirleySouth-PVPlant,QModeCtrl,RampLimit,,
PVF.real_pwr_ctrl.W_SetPoint,ShirleySouth-PVPlant,RealPwrCtrl,SetPoint,,kW
PVF.real_pwr_ctrl.W_Perm,ShirleySouth-PVPlant,RealPwrCtrl,Permission,,
PVF.real_pwr_ctrl.W_Enable,ShirleySouth-PVPlant,RealPwrCtrl,Enable,,
PVF.real_pwr_ctrl.PVF_ENABLE_STATUS,ShirleySouth-PVPlant,RealPwrCtrl,Enable_status,,
PVF.real_pwr_ctrl.W_Status,ShirleySouth-PVPlant,RealPwrCtrl,Status,,
PVF.q_ctrl.Reactive_Power_Mode,ShirleySouth-PVPlant,QModeCtrl,qMode,,
PVF.pf_ctrl.PFC_Setpoint,ShirleySouth-PVPlant,PF,SetPoint,,
PVF.pf_ctrl.PFC_Perm,ShirleySouth-PVPlant,PF,Permission,,
PVF.pf_ctrl.PFC_Trigger,ShirleySouth-PVPlant,PF,Enable_status,,
PVF.pf_ctrl.PFC_Status,ShirleySouth-PVPlant,PF,Status,,
PVF.q_setpt.Q_SetPoint,ShirleySouth-PVPlant,QSetPt,SetPoint,,
PVF.q_setpt.Q_Perm,ShirleySouth-PVPlant,QSetPt,Permission,,
PVF.q_setpt.Q_Trigger,ShirleySouth-PVPlant,QSetPt,Enable_status,,
PVF.q_setpt.Q_Status,ShirleySouth-PVPlant,QSetPt,Status,,
PVF.pf_comp.PFCC_SetPoint,ShirleySouth-PVPlant,PFComp,SetPoint,,
PVF.pf_comp.PFCC_Deadband,ShirleySouth-PVPlant,PFComp,Deadband,,
PVF.pf_comp.PFCC_Gradient,ShirleySouth-PVPlant,PFComp,Gradient,,
PVF.pf_comp.PFCC_PFLimit,ShirleySouth-PVPlant,PFComp,Limit,,
PVF.pf_comp.RPC_Perm,ShirleySouth-PVPlant,PFComp,Permission,,
PVF.pf_comp.RPC_Trigger,ShirleySouth-PVPlant,PFComp,Enable_status,,
PVF.pf_comp.RPC_Status,ShirleySouth-PVPlant,PFComp,Status,,
PVF.v_reg.VRC_Deadband,ShirleySouth-PVPlant,Vreg,Deadband,,
PVF.v_reg.VRC_Limit,ShirleySouth-PVPlant,Vreg,Limit,,
PVF.v_reg.VRC_SetPoint,ShirleySouth-PVPlant,Vreg,SetPoint,,
PVF.v_reg.VRC_Perm,ShirleySouth-PVPlant,Vreg,Permission,,
PVF.v_reg.VRC_Trigger,ShirleySouth-PVPlant,Vreg,Enable_status,,
PVF.v_reg.VRC_Status,ShirleySouth-PVPlant,Vreg,Status,,
PVF.v_comp.VCC_SetPoint,ShirleySouth-PVPlant,Vcomp,SetPoint,,
PVF.v_comp.VCC_Deadband,ShirleySouth-PVPlant,Vcomp,Deadband,,
PVF.v_comp.VCC_Gradient,ShirleySouth-PVPlant,Vcomp,Gradient,,
PVF.v_comp.VCC_Limit,ShirleySouth-PVPlant,Vcomp,Limit,,
PVF.v_comp.VCC_Perm,ShirleySouth-PVPlant,Vcomp,Permission,,
PVF.v_comp.VCC_Trigger,ShirleySouth-PVPlant,Vcomp,Enable_status,,
PVF.v_comp.VCC_Status,ShirleySouth-PVPlant,Vcomp,Status,,
PVF.e_stop.PVF_Control_Estop,ShirleySouth-PVPlant,ModeControl,EStopCtrl,,
PVF.e_stop.PVF_Estop_status,ShirleySouth-PVPlant,ModeStatus,EStopStatus,,
pmc.e_stop.Plant_Control_Estop,ShirleySouth,ModeControl,EStopCtrl,,
pmc.e_stop.Plant_Estop_status,ShirleySouth,ModeStatus,EStopStatus,,
inv1.alarms.Critical_Alarms,ShirleySouth-PVPlant-Inverter1,HealthStatus,Alarms,,
inv1.alarms.Informative_Alarms_1,ShirleySouth-PVPlant-Inverter1,HealthStatus,Warnings,,
inv1.alarms.Inverter_Status,ShirleySouth-PVPlant-Inverter1,ModeStatus,Status,,
inv1.alarms.UL_Recovery_Time_Left,ShirleySouth-PVPlant-Inverter1,ModeStatus,UL_recovery_time,,
inv1.solectria_meter.DC_Voltage,ShirleySouth-PVPlant-Inverter1,OpStatus,V_DC_internal,,
inv1.solectria_meter.AC_Grid_Frequency,ShirleySouth-PVPlant-Inverter1,OpStatus,Freq_internal,,
inv1.solectria_meter.L1-to-L2_AC_Voltage,ShirleySouth-PVPlant-Inverter1,OpStatus,V_L1_L2_Internal,,
inv1.solectria_meter.L2-to-L3_AC_Voltage,ShirleySouth-PVPlant-Inverter1,OpStatus,V_L2_L3_Internal,,
inv1.solectria_meter.L1-to-L3_AC_Voltage,ShirleySouth-PVPlant-Inverter1,OpStatus,V_L1_L3_Internal,,
inv1.solectria_meter.Real_AC_Power_Output,ShirleySouth-PVPlant-Inverter1,OpStatus,Pwr_internal,,kW
inv1.solectria_meter.Reactive_AC_Power_Output,ShirleySouth-PVPlant-Inverter1,OpStatus,Var_internal,,
inv1.ramp_limit.Real_Power_Ramp_Rate,ShirleySouth-PVPlant-Inverter1,OpStatus,RampLimit,,kW/sec
inv1.ramp_limit.Reactive_Power_Ramp_Rate,ShirleySouth-PVPlant-Inverter1,OpStatus,QRampLimit,,kVAr/sec
inv1.smartGrid_ctrl.Power_Priority_SmartGrid,ShirleySouth-PVPlant,OpStatus,Power_Priority_SmartGrid,,
inv1.smartGrid_ctrl.Watts_Reference,ShirleySouth-PVPlant,OpStatus,Watts_Reference,,
inv1.smartGrid_ctrl.Opmode_Control_MSW,ShirleySouth-PVPlant,OpStatus,Opmode_Control_MSW,,
inv1.smartGrid_ctrl.Opmode_Control_LSW,ShirleySouth-PVPlant,OpStatus,Opmode_Control_LSW,,
inv1.smartGrid_ctrl.Opmode_Status_MSW,ShirleySouth-PVPlant,OpStatus,Opmode_Status_MSW,,
inv1.smartGrid_ctrl.Opmode_Status_LSW,ShirleySouth-PVPlant,OpStatus,Opmode_Status_LSW,,
inv1.smartGrid_ctrl.Opmode_Trigger_MSW,ShirleySouth-PVPlant,OpStatus,Opmode_Trigger_MSW,,
inv1.smartGrid_ctrl.Opmode_Trigger_LSW,ShirleySouth-PVPlant,OpStatus,Opmode_Trigger_LSW,,
inv1.pwr_ctrl.Real_Power_Setpoint,ShirleySouth-PVPlant,RealPwrCtrl,SetPoint,,
inv1.pwr_ctrl.Real_Power_Ramp_Time,ShirleySouth-PVPlant,RealPwrCtrl,TimeWindow,,
inv1.pwr_ctrl.Reactive_Power_Setpoint,ShirleySouth-PVPlant,QSetPt,SetPoint,,
inv1.pwr_ctrl.Reactive_Power_Ramp_Time,ShirleySouth-PVPlant,QSetPt,RampTime,,
inv1.pwr_ctrl.Power_Factor_Ramp_Time,ShirleySouth-PVPlant,PF,RampTime,,
inv1.pwr_ctrl.Power_Factor_Setpoint,ShirleySouth-PVPlant,PF,SetPoint,,
recloser.status.Status,ShirleySouth,HealthStatus,RecloserStatus,,
recloser.status.Evt,ShirleySouth,HealthStatus,RecloserEvent,,
ess.tesla_cfg.Config_NumbBlocks,ShirleySouth-ESSPlant-ESS1,Config,nBlocks,,
ess.tesla_cfg.Config_NumBattMeters,ShirleySouth-ESSPlant-ESS1,Config,nBatteryMeters,,
ess.tesla_cfg.Config_MaxChargePower,ShirleySouth-ESSPlant-ESS1,Config,MaxChargePwr_kW,,kW
ess.tesla_cfg.Config_MaxDischargePower,ShirleySouth-ESSPlant-ESS1,Config,MaxDischargePwr_kW,,kW
ess.tesla_cfg.Config_MaxApparentPower,ShirleySouth-ESSPlant-ESS1,Config,MaxApparentPwr_kW,,kW
ess.tesla_cfg.Config_Energy,ShirleySouth-ESSPlant-ESS1,Config,FullChargeEnergy_kWh,,kWh
ess.tesla_status.Status_CommandSource,ShirleySouth-ESSPlant-ESS1,ModeStatus,CommandSource,,
ess.tesla_status.Status_BatteryTargetP,ShirleySouth-ESSPlant-ESS1,OpStatus,SetPt,,kW
ess.tesla_status.Status_BatteryTargetQ,ShirleySouth-ESSPlant-ESS1,OpStatus,QSetPt,,kVar
ess.tesla_status.Status_FullChargeEnergy,ShirleySouth-ESSPlant-ESS1,OpStatus,FullChargeEnergy_kWh,,kWh
ess.tesla_status.Status_NominalEnergy,ShirleySouth-ESSPlant-ESS1,OpStatus,NominalEnergy_kWh,,kWh
ess.tesla_status.Status_ExpectedEnergy,ShirleySouth-ESSPlant-ESS1,OpStatus,Energy_kWh,,kWh
ess.tesla_status.Status_MaxChargePower,ShirleySouth-ESSPlant-ESS1,OpStatus,MaxChargePwr_kW,,kW
ess.tesla_status.Status_MaxDischargePower,ShirleySouth-ESSPlant-ESS1,OpStatus,MaxDischargePwr_kW,,kW
ess.tesla_status.Status_MaxApparentPower,ShirleySouth-ESSPlant-ESS1,OpStatus,MaxApparentPwr_kW,,kW
ess.tesla_real_pwr_ctrl.Real_Mode,ShirleySouth-ESSPlant,RealPwrCtrl,mode,,
ess.tesla_real_pwr_ctrl.DirectReal_Power,ShirleySouth-ESSPlant,RealPwrCtrl,SetPoint,,
ess.tesla_real_pwr_ctrl.DirectReal_Heartbeat,ShirleySouth-ESSPlant,RealPwrCtrl,Heartbeat,,
ess.tesla_real_pwr_ctrl.DirectReal_Timeout,ShirleySouth-ESSPlant,RealPwrCtrl,TimeoutWindow,,
ess.tesla_q_ctrl.Reactive_Mode,ShirleySouth-ESSPlant,QModeCtrl,Qmode,,
ess.tesla_q_ctrl.Reactive_Priority,ShirleySouth-ESSPlant,QModeCtrl,Qpriority,,
ess.tesla_q_ctrl.DirectReactive_Q,ShirleySouth-ESSPlant,QSetPt,SetPoint,,
ess.tesla_q_ctrl.DirectReactive_Heartbeat,ShirleySouth-ESSPlant,QSetPt,Heartbeat,,
ess.tesla_q_ctrl.DirectReactive_Timeout,ShirleySouth-ESSPlant,QSetPt,TimeoutWindow,,
ess.tesla_q_ctrl.DirectReactive_QIncreaseLimit,ShirleySouth-ESSPlant,QSetPt,RampLimit,,
ess.tesla_q_ctrl.DirectReactive_QDecreaseLimit,ShirleySouth-ESSPlant,QSetPt,DownRampLimit,,
ess.tesla_alarms.Alarm_LossBattMeter,ShirleySouth-ESSPlant-ESS1,HealthStatus,Alarm_Meter,,
ess.tesla_alarms.Alarm_MainOpen,ShirleySouth-ESSPlant-ESS1,HealthStatus,Alarm_MainBreaker,,
ess.tesla_alarms.Alarm_NumBlockCommFail,ShirleySouth-ESSPlant-ESS1,HealthStatus,Alarm_NumCommBlockFail,,
ess.tesla_alarms.Alarm_NumBlockOpFail,ShirleySouth-ESSPlant-ESS1,HealthStatus,Alarm_NumOpBlockFail,,
